08	epTitle	Six	3
08	epTitle	Bazoo,Sfx	1
08	epTitle	Girl	3
08	epTitle	Lady	1
08	epTitle	Thug	11
08	epTitle	Sale	85
08	epTitle	Guy	15
08	epTitle	B*ll*ts	5
08	epTitle	Sign top	1
08	epTitle	Sign bot	1
08	epTitle	Giorno	10
08	epTitle	One	4
08	epTitle	B*llet	2
08	epTitle	Five	3
08	epTitle	Bam,Sfx	1
08	epTitle	Seven	8
08	epTitle	All	1
09	epTitle	Mista	15
09	epTitle	Fugo	34
09	epTitle	Nara	91
09	epTitle	Bruno	24
09	epTitle	Abba	7
09	epTitle	Trish	17
09	epTitle	Crack,Sfx	1
09	epTitle	Peri	74
09	epTitle	Prei	1
09	epTitle	Plop,Sfx	1
09	epTitle	MistA	1
09	epTitle	Form	77
09	epTitle	Sign	31
09	epTitle	Find_them,Sign	2
09	epTitle	Sfx	1
10	epTitle	Form	103
10	epTitle	Nara	62
10	epTitle	Guy	12
10	epTitle	Trish	3
10	epTitle	Mista	2
10	epTitle	B*ll*ts	1
10	epTitle	Fugo	3
10	epTitle	Abba	1
10	epTitle	Narancia_s_Heigh,Sign	5
10	epTitle	Lady	5
10	epTitle	Formaggio	1
10	epTitle	Pesci	6
10	epTitle	Prosciutto	2
10	epTitle	Pros	8
10	epTitle	Sign	3
10	epTitle	Risotto	9
10	epTitle	Illuso	7
10	epTitle	Ghiaccio	5
10	epTitle	Melone	5
10	epTitle	Ghiacchio	3
10	epTitle	Ghia	1
11	epTitle	Nara	118
11	epTitle	Form	104
11	epTitle	Mom	1
11	epTitle	Guy	6
11	epTitle	Blonde	7
11	epTitle	Cop	5
11	epTitle	Lady	3
11	epTitle	Old	1
11	epTitle	Fugo	9
11	epTitle	Bruno	18
11	epTitle	Sign	3
11	epTitle	Narancia_s_Heigh,Sign	1
11	epTitle	Bazoo,Sfx	1
11	epTitle	Abba	4
11	epTitle	Mista	4
12	epTitle	Bruno	12
12	epTitle	Fugo	87
12	epTitle	Abba	85
12	epTitle	Illu	43
12	epTitle	Sign bot	1
12	epTitle	Sign top	1
12	epTitle	Creep	9
12	epTitle	Guy	6
12	epTitle	Illuso	11
13	epTitle	Illuso	2
13	epTitle	Fugo	39
13	epTitle	Illu	122
13	epTitle	Abba	69
13	epTitle	Gior	1
13	epTitle	Sign	2
13	epTitle	Giorno	41
13	epTitle	Rumble,Sfx	1
13	epTitle	Sfx	3
13	epTitle	Bruno	54
13	epTitle	Giorno	57
13	epTitle	Gold	1
13	epTitle	Bagyah,Sfx	1
13	epTitle	Polpo	10
13	epTitle	Black	6
13	epTitle	Koichi	11
13	epTitle	Bam,Sfx	2
13	epTitle	Mista	28
13	epTitle	Nara	13
13	epTitle	Fugo	10
13	epTitle	Abba	38
13	epTitle	Crunch,Sfx	1
13	epTitle	Mario	1
13	epTitle	Baaaaaa,Sfx	1
13	epTitle	Fwip,Sfx	1
13	epTitle	Pop,Sfx	1
13	epTitle	B*ll*ts	5
13	epTitle	Bazoo,Sfx	1
13	epTitle	Sale	22
13	epTitle	B*llet	1
13	epTitle	Five	3
13	epTitle	Seven	8
13	epTitle	All	1
13	epTitle	Six	2
13	epTitle	One	3
13	epTitle	Plop,Sfx	1
13	epTitle	Peri	6
13	epTitle	Form	7
13	epTitle	Illuso	1
13	epTitle	Illu	1
14	epTitle	Abba	13
14	epTitle	Nara	45
14	epTitle	Bruno	54
14	epTitle	Mista	63
14	epTitle	Fugo	10
14	epTitle	Narancia_s_Heigh,Sign	1
14	epTitle	Pro	54
14	epTitle	Pesci	41
14	epTitle	Sign	2
14	epTitle	Kid	3
14	epTitle	Trish	4
15	epTitle	Abba	3
15	epTitle	Pesci	65
15	epTitle	Pro	99
15	epTitle	Mista	37
15	epTitle	One	4
15	epTitle	Two	3
15	epTitle	Seven	9
15	epTitle	Six	10
15	epTitle	Five	7
15	epTitle	Old	14
15	epTitle	Three	1
15	epTitle	Sign	2
15	epTitle	Bruno	27
15	epTitle	Trish	3
15	epTitle	Misa	1
16	epTitle	Pro	32
16	epTitle	Pesci	121
16	epTitle	Bruno	56
16	epTitle	Six	44
16	epTitle	Guy	17
16	epTitle	Sign	4
16	epTitle	Borgh,Sfx	1
16	epTitle	Trish	10
16	epTitle	Goodbye_,Sign	1
16	epTitle	Prosciutto____De,Sign	1
16	epTitle	Phone	2
16	epTitle	Melone	4
17	epTitle	Phone	1
17	epTitle	Melone	105
17	epTitle	Guy	12
17	epTitle	Anita	37
17	epTitle	Smack,Sfx	3
17	epTitle	Sign	25
17	epTitle	Abba	7
17	epTitle	Nara	7
17	epTitle	Five	2
17	epTitle	Mista	12
17	epTitle	Six	1
17	epTitle	Three	1
17	epTitle	Bruno	20
17	epTitle	Fugo	6
17	epTitle	Baby	30
17	epTitle	Trish	7
18	epTitle	Ghiaccio	1
18	epTitle	Risotto	4
18	epTitle	Ghia	53
18	epTitle	Riso	5
18	epTitle	Guy	3
18	epTitle	Baby	20
18	epTitle	Melone	24
18	epTitle	Sign	3
18	epTitle	GW	1
18	epTitle	Crush,Sfx	6
18	epTitle	Bruno	13
18	epTitle	Old	1
18	epTitle	Lady	1
18	epTitle	Fugo	3
18	epTitle	Mista	55
18	epTitle	Abba	7
18	epTitle	Nara	4
18	epTitle	Peri	14
18	epTitle	Dia	5
18	epTitle	B*ll*ts	2
18	epTitle	One	3
18	epTitle	Two	2
18	epTitle	Three	3
18	epTitle	All	1
19	epTitle	Giorno	59
19	epTitle	Mista	96
19	epTitle	Ghia	76
19	epTitle	MistA	1
19	epTitle	Crunch,Sfx	2
19	epTitle	Five	2
19	epTitle	Six	4
19	epTitle	Seven	2
19	epTitle	Three	3
19	epTitle	One	8
19	epTitle	Two	5
19	epTitle	Both	1
19	epTitle	Sign	2
19	epTitle	Guard	1
19	epTitle	Bruno	17
19	epTitle	Guy	2
19	epTitle	B*ll*ts	1
19	epTitle	Sfx	6
19	epTitle	Gold	1
19	epTitle	Nara	5
19	epTitle	Risotto_s_wherea,Sign	1
19	epTitle	Boss	4
20	epTitle	Bruno	138
20	epTitle	Fugo	9
20	epTitle	Sign	1
20	epTitle	Giorno	11
20	epTitle	Nara	4
20	epTitle	Abba	6
20	epTitle	Mista	5
20	epTitle	Trish	12
20	epTitle	Dad	8
20	epTitle	Mom	17
20	epTitle	Guy	15
20	epTitle	Nurse	3
20	epTitle	Lady	2
20	epTitle	Cop	8
20	epTitle	Thud,Sfx	1
20	epTitle	Punk	1
20	epTitle	Boss	22
21	epTitle	Mista	20
21	epTitle	Nara	32
21	epTitle	Fugo	40
21	epTitle	Abba	27
21	epTitle	Bruno	106
21	epTitle	Boss	62
21	epTitle	Crunch,Sfx	4
21	epTitle	Burno	1
21	epTitle	Sign	2
21	epTitle	Giorno	50
21	epTitle	Doppio	3
21	epTitle	Bruno	58
21	epTitle	Sign	1
21	epTitle	Abba	14
21	epTitle	Pimp	2
21	epTitle	Guy	6
21	epTitle	Illu	3
21	epTitle	Nara	17
21	epTitle	Blonde	2
21	epTitle	Cop	2
21	epTitle	Fugo	18
21	epTitle	Creep	5
21	epTitle	Thug	1
21	epTitle	Mista	15
21	epTitle	One	1
21	epTitle	Three	1
21	epTitle	Two	1
21	epTitle	Six	1
21	epTitle	Guard	1
21	epTitle	Giorno	30
21	epTitle	Kabaam,Sfx	2
21	epTitle	Form	14
21	epTitle	Lady	3
21	epTitle	Pros	2
21	epTitle	Risotto	6
21	epTitle	Ghiaccio	5
21	epTitle	Melone	6
21	epTitle	Illuso	3
21	epTitle	Ghiacchio	3
21	epTitle	Rome___a_m_,Sign	1
21	epTitle	Ghia	1
21	epTitle	Baby	1
21	epTitle	MistA	1
21	epTitle	Trish	1
21	epTitle	Boss	7
22	epTitle	Nara	81
22	epTitle	Bruno	47
22	epTitle	Abba	40
22	epTitle	Two	2
22	epTitle	B*llet	1
22	epTitle	Three	1
22	epTitle	One	1
22	epTitle	Mista	66
22	epTitle	Guy	4
22	epTitle	Crunch,Sfx	4
22	epTitle	Trish	15
22	epTitle	Squalo	14
22	epTitle	Tiziano	9
22	epTitle	Sign	2
22	epTitle	Aba	1
22	epTitle	Giorno	44
22	epTitle	Giono	1
23	epTitle	Squalo	81
23	epTitle	Tiziano	15
23	epTitle	Nara	117
23	epTitle	Tizi	71
23	epTitle	Abba	10
23	epTitle	Bruno	11
23	epTitle	Mista	8
23	epTitle	Sign	2
23	epTitle	Rome___a_m_,Nara	1
23	epTitle	Guy	1
23	epTitle	Giorno	11
24	epTitle	Bruno	70
24	epTitle	Sign	1
24	epTitle	Nara	20
24	epTitle	Abba	5
24	epTitle	Trish	49
24	epTitle	Mista	40
24	epTitle	B*ll*ts	2
24	epTitle	Crunch,Sfx	1
24	epTitle	GIO	1
24	epTitle	Runo	1
24	epTitle	B*llet	1
24	epTitle	Tirsh	2
25	epTitle	Trish	106
25	epTitle	Spice	43
25	epTitle	Sign	3
25	epTitle	Bruno	33
25	epTitle	Abba	23
25	epTitle	Spicy	1
25	epTitle	Diavolo	30
25	epTitle	Lady	7
26	epTitle	Sign	3
26	epTitle	Lady	20
26	epTitle	Inmate	2
26	epTitle	Inamate	1
26	epTitle	Doppio	105
26	epTitle	Man	4
26	epTitle	Girl	10
26	epTitle	Priest	9
26	epTitle	Guy	45
26	epTitle	Boy	2
26	epTitle	Driver	1
26	epTitle	Diavolo	28
26	epTitle	Kid	1
26	epTitle	Taxi	13
26	epTitle	Risotto	37
26	epTitle	Boss	9
27	epTitle	Dia	1
27	epTitle	Boss	74
27	epTitle	Dopp	104
27	epTitle	Riso	94
27	epTitle	Crunch,Sfx	3
27	epTitle	Sign	2
27	epTitle	Pro	2
27	epTitle	Ghia	1
27	epTitle	Form	2
27	epTitle	Pesci	2
27	epTitle	Melone	2
27	epTitle	Illu	1
27	epTitle	Bruno	2
27	epTitle	Nara	3
28	epTitle	Boss	30
28	epTitle	Riso	13
28	epTitle	Nara	68
28	epTitle	Abba	42
28	epTitle	Bruno	71
28	epTitle	Rios	1
28	epTitle	Crunch,Sfx	3
28	epTitle	Mista	9
28	epTitle	Kid	29
28	epTitle	Dop	1
28	epTitle	Sign	2
28	epTitle	Cop	39
28	epTitle		2
28	epTitle	Sign	1
28	epTitle	Trish	48
28	epTitle	Form	1
28	epTitle	Nara	17
28	epTitle	Illu	1
28	epTitle	Pro	1
28	epTitle	Pesci	1
28	epTitle	Melone	2
28	epTitle	Ghia	1
28	epTitle	Setting	17
28	epTitle	Fugo	8
28	epTitle	Bruno	45
28	epTitle	Boss	36
28	epTitle	Abba	12
28	epTitle	Spice	19
28	epTitle	Crunch,Sfx	3
28	epTitle	Squalo	9
28	epTitle	Tiziano	1
28	epTitle	Mista	11
28	epTitle	Rome___a_m_,Nara	1
28	epTitle	Guy	1
28	epTitle	Doppio	6
28	epTitle	Risotto	7
28	epTitle	Dopp	3
28	epTitle	Riso	9
28	epTitle	Kid	5
28	epTitle	Dop	1
28	epTitle	Cop	7
28	epTitle	What_the_hell_is	22
28	epTitle	Giorno	13
28	epTitle	Peri	1
28	epTitle	Spicy	1
28	epTitle	Rome___a_m_,Sign	2
28	epTitle	Baaaaaa,Sfx	1
28	epTitle	What_the_hell_is,Fugo	1
28	epTitle	Sfx	6
28	epTitle	Gold	1
29	epTitle	Bruno	41
29	epTitle	Trish	9
29	epTitle	Man	73
29	epTitle	Crunch,Sfx	14
29	epTitle	Dop	21
29	epTitle	Boss	37
29	epTitle	Nara	22
29	epTitle	Mista	32
29	epTitle	Drunk	19
29	epTitle	Cio	15
29	epTitle	Eulogy_Predicts_ - Copy,Sign	1
29	epTitle	Eulogy_Predicts_,Sign	1
29	epTitle	Girl	1
29	epTitle	Crunch,Sign	1
29	epTitle	B*ll*ts	1
30	epTitle	Mista	67
30	epTitle	Crunch,Sfx	9
30	epTitle	B*ll*ts	3
30	epTitle	Bruno	86
30	epTitle	Cio	42
30	epTitle	Trish	8
30	epTitle	Nara	12
30	epTitle	Zip	4
30	epTitle	Sign	2
30	epTitle	Secco	21
30	epTitle	Giio	1
30	epTitle	Guy	3
31	epTitle	Bruno	17
31	epTitle	Cio	85
31	epTitle	Mista	12
31	epTitle	Secco	36
31	epTitle	B*ll*ts	1
31	epTitle	Five	34
31	epTitle	One	13
31	epTitle	Six	4
31	epTitle	Both	1
31	epTitle	Msita	1
31	epTitle	Sign	3
32	epTitle	Secco	177
32	epTitle	Bruno	67
32	epTitle	Guy	7
32	epTitle	Cio	14
32	epTitle	Pol	21
32	epTitle	J_P__Polnareff__,Sign	1
32	epTitle	Sign	2
32	epTitle	Dopp	9
33	epTitle	Bruno	51
33	epTitle	Dopp	60
33	epTitle	Driver	1
33	epTitle	Trish	8
33	epTitle	Crunch,Sfx	4
33	epTitle	Mista	3
33	epTitle	Boss	50
33	epTitle	Sign	2
33	epTitle	Pol	58
33	epTitle	Both	1
33	epTitle	Dia	42
34	epTitle	Dia	12
34	epTitle	Crunch,Sfx	2
34	epTitle	No_one_can_escap,Op subs	4
34	epTitle	Trish	43
34	epTitle	Crunch,Sign	1
34	epTitle	Mista	35
34	epTitle	Both	1
34	epTitle	Nara	28
34	epTitle	B*ll*ts	2
34	epTitle	Cop	3
34	epTitle	Guy	2
34	epTitle	Lady	1
34	epTitle	Turtle	81
34	epTitle	Who_swapped_with,Sign	1
34	epTitle	Mista___________,Sign	4
34	epTitle	Turtrle	1
35	epTitle	Turtle	62
35	epTitle	Mista	17
35	epTitle	Nara	25
35	epTitle	No_one_can_escap,Op subs	4
35	epTitle	Dia	51
35	epTitle	Crunch,Sfx	19
35	epTitle	Trish	50
35	epTitle	B*llet	6
35	epTitle	Three	1
35	epTitle	One	2
35	epTitle	Dog	1
35	epTitle	Baby	1
35	epTitle	Five	1
35	epTitle	Seven	2
35	epTitle	Narancia	2
35	epTitle	Sign	2
35	epTitle	Crunch,Trish	1
35	epTitle	Guy	2
36	epTitle	Bruno	7
36	epTitle	Dopp	3
36	epTitle	No_one_can_escap,Op subs	4
36	epTitle	Turtle	27
36	epTitle	Mista	17
36	epTitle	Dia	45
36	epTitle	Crunch,Sfx	5
36	epTitle	Trish	71
36	epTitle	Five	1
36	epTitle	B*llet	12
36	epTitle	King	49
36	epTitle	Who_swapped_with,King	1
36	epTitle	Bucciarati,Sign	6
36	epTitle	Bull	3
37	epTitle	King	33
37	epTitle	Crunch,sfx	1
37	epTitle	Dia	117
37	epTitle	No_one_can_escap,Op subs	4
37	epTitle	Trish	29
37	epTitle	Five	1
37	epTitle	Two	1
37	epTitle	One	1
37	epTitle	Mista	21
37	epTitle	Bruno	25
37	epTitle	B*llet	5
37	epTitle	Sign	2
37	epTitle	Guy	1
37	epTitle	Diavolo	2
37	epTitle	GW	1
37	epTitle	Gw	11
38	epTitle	Mista	72
38	epTitle	Nara	9
38	epTitle	Fugo	22
38	epTitle	Crunch,Sfx	4
38	epTitle	Dia	51
38	epTitle	No_one_can_escap,Op subs	2
38	epTitle	Trish	11
38	epTitle	Guy	48
38	epTitle	Lady	12
38	epTitle	Girl	1
38	epTitle	Bruno	54
38	epTitle	Sign	2
38	epTitle	Abba	4
38	epTitle	Bad_luck,Sign	3
39	epTitle	Op subs	2
39	epTitle	Mista	117
39	epTitle	Sco	63
39	epTitle	B*llet	14
39	epTitle	Five	2
39	epTitle	Fugo	15
39	epTitle	Bad_luck,Sign	1
39	epTitle	Sign	2
39	epTitle	Six	2
39	epTitle	One	3
39	epTitle	B*ll*ts	1
39	epTitle	Bruno	17
39	epTitle	MistA	1
39	epTitle	Msita	1
39	epTitle	Trish	12
39	epTitle	Crunch,Sfx	1
39	epTitle	Turtle	2
39	epTitle	Pol	8
